career,campus,code,eftsl,title,band_id,credit
Postgraduate,City Campus,ARCH1340,0.125,Architecture Design Elective 3,2,12
Postgraduate,City Campus,ARCH1330,0.25,Architecture Design Studio 7,2,24
Postgraduate,City Campus,ARCH1333,0.25,Architecture Design Studio 8,2,24
Postgraduate,City Campus,ARCH1335,0.25,Architecture Design Studio 9,2,24
Postgraduate,City Campus,ARCH1337,0.375,Architecture Major Project,2,36
Postgraduate,City Campus,ARCH1331,0.125,Architecture Professional Practice 1,2,12
Postgraduate,City Campus,ARCH1334,0.125,Architecture Professional Practice 2,2,12
Postgraduate,City Campus,ARCH1336,0.125,Architecture Professional Practice 3,2,12
Postgraduate,City Campus,HUSO2398,0.125,Art Global Intensive 1,1,12
Postgraduate,City Campus,VART3675,0.125,Art Global Intensive 2,1,12
Postgraduate,City Campus,OART1068,0.25,Art Studio Intensive,1,24
Postgraduate,City Campus,COSC1125,0.125,Artificial Intelligence,2,12
Postgraduate,City Campus,COSC2270,0.125,Artificial Intelligence Concepts and Applications,2,12
Postgraduate,City Campus,COSC2777,0.25,Artificial Intelligence Postgraduate Project,2,24
Postgraduate,City Campus,OART1066,0.125,Arts Management Fundamentals,1,12
Postgraduate,City Campus,OART1060,0.25,Arts Management Project 1,1,24
Postgraduate,City Campus,OART1062,0.25,Arts Management Project 2,1,24
Postgraduate,City Campus,TCHE2661,0.125,Arts and Design in the Primary School,P1,12
Postgraduate,City Campus,BUSM4119,0.125,Asian Management Issues,3A,12
Postgraduate,City Campus,COMM2222,0.125,Asian Popular Culture,1,12
Postgraduate,City Campus,ARCH1460,0.125,Asian Urbanism,2,12
Postgraduate,City Campus,CUED1091,0.25,Aspects of Curriculum Leadership - Managing Change,P1,24
Postgraduate,City Campus,JUST2306,0.125,Assess and Manage Risk in Criminal Justice,1,12
Postgraduate,City Campus,HUSO2080,0.125,Assessing Progress in Developing Countries,1,12
Postgraduate,City Campus,CUED1092,0.25,Assessment Reporting and Evaluation,P1,24
Postgraduate,City Campus,PUBH1359,0.125,Assessment and Control of Physical and Biological Hazards,2,12
Postgraduate,City Campus,TCHE1013,0.125,Assessment and Reporting in Adult and Vocational Education,P1,12
Postgraduate,City Campus,ACCT1111,0.125,Assurance and Forensic Accounting,3A,12
Postgraduate,City Campus,EEET1462,0.125,Audio Engineering (PG),2,12
Postgraduate,City Campus,COMM2720,0.25,Audio-Visual Journalism,1,24
Postgraduate,City Campus,LAW1026,0.125,Australian Company Law,3,12
Postgraduate,City Campus,LAW1024,0.125,Australian Property Law,3,12
Postgraduate,City Campus,LAW1028,0.125,Australian Taxation Law,3,12
Postgraduate,City Campus,BUSM2244,0.125,"Authority, Leadership and Innovation in Organisations",3A,12
Postgraduate,City Campus,AUTO1034,0.125,Automotive Electronics,2,12
Postgraduate,City Campus,AUTO1028,0.125,Automotive Materials,2,12
Postgraduate,City Campus,AUTO1027,0.125,Automotive Project 1,2,12
Postgraduate,City Campus,AUTO1030,0.125,Automotive Project 2,2,12
Postgraduate,City Campus,AUTO1035,0.25,Automotive Research Project,2,24
Postgraduate,City Campus,AUTO1029,0.125,Automotive Systems and Control,2,12
Postgraduate,City Campus,AERO2306,0.25,Aviation Research Project,2,24
Postgraduate,City Campus,AERO2321,0.125,Aviation Safety Systems,2,12
Postgraduate,City Campus,AERO2304,0.125,Aviation Strategy and Resource Management,2,12
Postgraduate,City Campus,AERO2515,0.125,Avionics and ATM Systems,2,12
Postgraduate,City Campus,ONPS1045,0.25,Bacterial Infections,3,24
Postgraduate,City Campus,MATH2061,0.125,Baysesian Statistics,2,12
Postgraduate,City Campus,ECON1337,0.125,Behavioural Business,3A,12
Postgraduate,City Campus,BAFI3245,0.125,Behavioural Investment Management,3A,12
Postgraduate,City Campus,COSC2636,0.125,Big Data Management,2,12
Postgraduate,City Campus,COSC2637,0.125,Big Data Processing,2,12
Postgraduate,City Campus,EEET2331,0.125,Bioelectromagnetism,2,12
Postgraduate,City Campus,BIOL2034,0.125,Bioinformatics,2,12
Postgraduate,City Campus,BIOL2399,0.25,Bioinformatics Research Project,2,24
Postgraduate,City Campus,BESC1375,0.125,Biological Psychology,1,12
Postgraduate,City Campus,OENG1121,0.125,Biomedical Manufacturing,2,12
Postgraduate,City Campus,PHYS2121,0.125,Biomedical and Forensic Photography,2,12
Postgraduate,City Campus,BIOL2109,0.125,Biopharmaceuticals,2,12
Postgraduate,City Campus,ONPS2499,0.125,Biophysical and Biomolecular Chemistry,2,12
Postgraduate,City Campus,EEET2332,0.125,Biosignal Processing and Computing,2,12
Postgraduate,City Campus,ENVI1214,0.125,Biosolids and organic wastes - their sustainable management and beneficial use,2,12
Postgraduate,City Campus,MATH1300,0.125,Biostatistics,2,12
Postgraduate,City Campus,BUSM2270,0.125,Biotechnology and Business,3A,12
Postgraduate,City Campus,BIOL2496,0.25,Biotechnology/Bioinformatics Research Project,2,24
Postgraduate,City Campus,BUSM2271,0.125,Biotechnology/Business Research Project,3A,12
Postgraduate,City Campus,JUST2301,0.125,Border Security,1,12
Postgraduate,City Campus,MKTG1126,0.125,Brand Strategy,3A,12
Postgraduate,City Campus,COMM2422,0.125,Broadcast Journalism: Radio,1,12
Postgraduate,City Campus,COMM2423,0.125,Broadcast Journalism: Television,1,12
Postgraduate,City Campus,BUSM4458,0.125,Building Climate Systems,3A,12
Postgraduate,City Campus,BUSM4459,0.125,Building Energy Supply Systems,3A,12
Postgraduate,City Campus,BUSM4460,0.125,Building Modelling and Simulation,3A,12
Postgraduate,City Campus,MANU1373,0.125,Building Quality Organisations and Leadership,2,12
Postgraduate,City Campus,BUSM4461,0.125,Building Sustainability Assessment,3A,12
Postgraduate,City Campus,BUIL1005,0.125,Building Systems,2,12
Postgraduate,City Campus,ARCH1440,0.125,Building Urban Resilience,2,12
Postgraduate,City Campus,BUSM4462,0.125,Building Water and Waste Systems,3A,12
Postgraduate,City Campus,BUSM1533,0.125,Business Analysis and Management Research,3A,12
Postgraduate,City Campus,ISYS3374,0.125,Business Analytics,2,12
Postgraduate,City Campus,BUSM2112,0.125,Business Background,3A,12
Postgraduate,City Campus,BUSM4163,0.125,Business Consulting,3A,12
Postgraduate,City Campus,ISYS3300,0.125,Business Ethics for a Digital Society,2,12
Postgraduate,City Campus,ECON1186,0.125,Business Forecasting Methods,3A,12
Postgraduate,City Campus,ISYS2085,0.125,Business Globalisation: A Study Abroad,2,12
Postgraduate,City Campus,ISYS2381,0.25,Business Globalisation: A Study Abroad - Canada,2,24
Postgraduate,City Campus,ISYS2383,0.25,Business Globalisation: A Study Abroad China,2,24
Postgraduate,City Campus,ISYS2373,0.25,Business Globalisation: A Study Abroad USA,2,24
Postgraduate,City Campus,ISYS2385,0.25,Business Globalisation: A Study Abroad Vietnam,2,24
Postgraduate,City Campus,ISYS3303,0.125,Business Information Technology Project,2,12
Postgraduate,City Campus,INTE2390,0.125,Business Information Technology Thesis Part 1,2,12
Postgraduate,City Campus,INTE2391,0.125,Business Information Technology Thesis Part 2,2,12
Postgraduate,City Campus,INTE2394,0.125,Business Information Technology Thesis Part 3,2,12
Postgraduate,City Campus,INTE1040,0.125,Business Intelligence,2,12
Postgraduate,City Campus,BUSM4674,0.5,Business Internship 4,3A,48
Postgraduate,City Campus,LAW2474,0.125,Business Law,3,12
Postgraduate,City Campus,BUSM3261,0.125,Business Operations (Strategy and Application),3A,12
Postgraduate,City Campus,BUSM4531,0.125,Business Operations Management,3A,12
Postgraduate,City Campus,BUSM2427,0.125,Business Planning,3A,12
Postgraduate,City Campus,ISYS2399,0.125,Business Process Modelling,2,12
Postgraduate,City Campus,BUSM4610,0.125,Business Project Management,3A,12
Postgraduate,City Campus,BUSM4448,0.125,Business Research Design,3A,12
Postgraduate,City Campus,BUSM4196,0.25,Business Research Issues,3A,24
Postgraduate,City Campus,BUSM2288,0.125,Business Research Methods,3A,12
Postgraduate,City Campus,BUSM4598,0.125,Business Skills for Start Ups,3A,12
Postgraduate,City Campus,BUSM3323,0.125,Business Skills for the Creative Industries,3A,12
Postgraduate,City Campus,ISYS2043,0.125,Business Solutions Using Spreadsheet Models,2,12
Postgraduate,City Campus,ECON1187,0.125,Business Statistics 1,3A,12
Postgraduate,City Campus,ISYS2395,0.125,Business Systems Analysis and Design,2,12
Postgraduate,City Campus,LAW2480,0.125,Business and Corporations Law,3,12
Postgraduate,City Campus,BUSM3243,0.125,Business and Economic Analysis,3A,12
Postgraduate,City Campus,BUSM3917,0.125,Business and Economic Analysis (Exec),3A,12
Postgraduate,City Campus,BUSM3168,0.125,Business and Government,3A,12
Postgraduate,City Campus,BUSM3886,0.125,Business and Government in the Global Context,3A,12
Postgraduate,City Campus,LAW2564,0.125,Business and Human Rights,3,12
Postgraduate,City Campus,MKTG1209,0.125,Business and Network Marketing,3A,12
Postgraduate,City Campus,BUSM3902,0.125,Business in a Global Context,3A,12
Postgraduate,City Campus,ACCT2267,0.125,CPA Contemporary Business Issues,3A,12
Postgraduate,City Campus,ACCT2269,0.125,CPA Ethics and Governance,3A,12
Postgraduate,City Campus,ACCT2271,0.125,CPA Financial Reporting,3A,12
Postgraduate,City Campus,ACCT2273,0.125,CPA Financial Risk Management,3A,12
Postgraduate,City Campus,ACCT2275,0.125,CPA Global Strategy and Leadership,3A,12
Postgraduate,City Campus,ACCT2277,0.125,CPA Strategic Management Accounting,3A,12
Postgraduate,City Campus,GEOM2127,0.125,Cadastral Surveying 1,2,12
Postgraduate,City Campus,GEOM2103,0.125,Cadastral Surveying 2,2,12
Postgraduate,City Campus,GEOM2078,0.125,Cartography 1,2,12
Postgraduate,City Campus,GEOM2080,0.125,Cartography 2,2,12
Postgraduate,City Campus,GEOM2082,0.125,Cartography 3,2,12
Postgraduate,City Campus,GEOM2069,0.125,Cartography and Visualisation,2,12
Postgraduate,City Campus,SOCU2115,0.125,Case Management Practice,1,12
Postgraduate,City Campus,MANU2132,0.125,Case Studies 1- Project Planning and Infrastructure Management,2,12
Postgraduate,City Campus,MANU2134,0.125,Case Studies 2: Product and Processes Re-engineering,2,12
Postgraduate,City Campus,INTE1122,0.125,Case Studies in Cyber Security,2,12
Postgraduate,City Campus,COSC2669,0.125,Case Studies in Data Science,2,12
Postgraduate,City Campus,ARCH1396,0.125,Case Studies in Urban Design,2,12
Postgraduate,City Campus,HWSS2111,0.125,"Casework, Counselling and Advocacy",1,12
Postgraduate,City Campus,ARCH1298,0.125,Catchment Management and Planning,2,12
Postgraduate,City Campus,COMM2316,0.125,Change Communication,1,12
Postgraduate,City Campus,BUSM4146,0.125,Change and Innovation,3A,12
Postgraduate,City Campus,GRAP2583,0.125,"Character, Place and Simulation",1,12
Postgraduate,City Campus,CHEM1285,0.125,Chemistry of Materials 2,2,12
Postgraduate,City Campus,HUSO2419,0.125,Children in Development and Humanitarian Practice,1,12
Postgraduate,City Campus,LANG1067,0.125,Chinese 1,1,12
Postgraduate,City Campus,LANG1172,0.125,Chinese 2,1,12
Postgraduate,City Campus,LANG1215,0.125,Chinese 3,1,12
Postgraduate,City Campus,LANG1216,0.125,Chinese 4,1,12
Postgraduate,City Campus,LANG1217,0.125,Chinese 5,1,12
Postgraduate,City Campus,LANG1218,0.125,Chinese 6,1,12
Postgraduate,City Campus,LANG1246,0.125,Chinese Language and Society,1,12
Postgraduate,City Campus,LANG1248,0.125,Chinese Language in Context,1,12
Postgraduate,City Campus,LANG1291,0.125,Chinese for Professional Communication,1,12
Postgraduate,City Campus,LANG1290,0.125,Chinese through Drama,1,12
Postgraduate,City Campus,EEET1467,0.125,Circuit and System Simulation (PG),2,12
Postgraduate,City Campus,GRAP2887,0.125,Circular Fashion Design Thinking,1,12
Postgraduate,City Campus,JUST2317,0.125,Civil Obligations,1,12
Postgraduate,City Campus,SOCU2270,0.125,Civil Procedure,1,12
Postgraduate,City Campus,LAW1030,0.125,Civil Procedure,3,12
Postgraduate,City Campus,GRAP2078,0.125,Client Service and Analysis,1,12
Postgraduate,City Campus,ENVI1222,0.125,Climate Change Responses,2,12
Postgraduate,City Campus,ARCH1441,0.125,"Climate Change, Design and Disasters",2,12
Postgraduate,City Campus,LAW2434,0.125,Clinical Legal Education,3,12
Postgraduate,City Campus,COSC2640,0.125,Cloud Computing,2,12
Postgraduate,City Campus,COSC2642,0.125,Cloud Infrastructures,2,12
Postgraduate,City Campus,INTE2401,0.125,Cloud Security,2,12
Postgraduate,City Campus,INTE1124,0.125,Coding for Cyber Communication,2,12
Postgraduate,City Campus,BESC1176,0.125,Cognitive Psychology,1,12
Postgraduate,City Campus,BUSM3282,0.125,Collaborative Action Research Project,3A,12
Postgraduate,City Campus,BUSM3281,0.125,Collaborative Action Research Proposal,3A,12
Postgraduate,City Campus,COMM2680,0.25,Collaborative Media Project,1,24
Postgraduate,City Campus,COMM2351,0.125,Collaborative Studio Practice,1,12
Postgraduate,City Campus,OMGT2084,0.125,Commercial Building,3A,12
Postgraduate,City Campus,GRAP2656,0.125,Communication Design Criticism,1,12
Postgraduate,City Campus,GRAP2280,0.125,Communication Design Entrepreneurship,1,12
Postgraduate,City Campus,GRAP2655,0.25,Communication Design Entrepreneurship Studio,1,24
Postgraduate,City Campus,GRAP2657,0.25,Communication Design Studio,1,24
Postgraduate,City Campus,GRAP2563,0.125,Communication Design for Social Change,1,12
Postgraduate,City Campus,COMM1123,0.125,Communication Management: Theory and Practice,3A,12
Postgraduate,City Campus,GRAP2502,0.125,Communication Professional Practice 1,1,12
Postgraduate,City Campus,GRAP2503,0.125,Communication Professional Practice 2,1,12
Postgraduate,City Campus,COMM1104,0.125,Communication and New Technology,1,12
Postgraduate,City Campus,COMM2083,0.125,Communication for Social Change,1,12
Postgraduate,City Campus,PERF1026,0.25,Community Arts Management,1,24
Postgraduate,City Campus,JUST2310,0.125,Community Based Corrections,1,12
Postgraduate,City Campus,ARCH1464,0.125,Community Design Engagement,2,12
Postgraduate,City Campus,HUSO2068,0.125,Community Development Strategies (Social Work Theory and Practice IV),1,12
Postgraduate,City Campus,ECON1280,0.125,Community Economic Analysis,3A,12
Postgraduate,City Campus,LANG1367,0.125,Community Health Interpreting,1,12
Postgraduate,City Campus,COMM2761,0.125,Community and Civic Engagement,1,12
Postgraduate,City Campus,HUSO2224,0.125,Comparative Criminal Justice Systems,1,12
Postgraduate,City Campus,LAW1033,0.125,Competition and Consumer Law,3,12
Postgraduate,City Campus,AERO2433,0.125,Composite Materials and Structures,2,12
Postgraduate,City Campus,BIOL2119,0.125,Computational Biology,2,12
Postgraduate,City Campus,AUTO1033,0.125,Computational Engineering for Automobile Applications,2,12
Postgraduate,City Campus,PROC2117,0.125,Computational Modelling for Process Systems,2,12
Postgraduate,City Campus,COSC1479,0.125,Computational Science,2,12
Postgraduate,City Campus,AERO2516,0.125,Computer Aided Aircraft Design,2,12
Postgraduate,City Campus,MANU2078,0.125,Computer Integrated Manufacturing,2,12
Postgraduate,City Campus,EEET2315,0.125,Computer Robotics Control,2,12
Postgraduate,City Campus,COSC1462,0.125,Computer Sound Production,2,12
Postgraduate,City Campus,COSC2302,0.125,Computer and Internet Forensics,2,12
Postgraduate,City Campus,EEET2427,0.125,Computer and Network Security,2,12
Postgraduate,City Campus,ISYS2044,0.125,Computerised Accounting Systems,2,12
Postgraduate,City Campus,COSC1105,0.125,Computing Theory,2,12
Postgraduate,City Campus,COMM2168,0.125,Concept Development,1,12
Postgraduate,City Campus,ONPS2131,0.125,Confectionery and Lipid Technology,2,12
Postgraduate,City Campus,LANG1368,0.125,Conference Interpreting,1,12
Postgraduate,City Campus,ARCH1271,0.125,Conflict Resolution and Mediation,2,12
Postgraduate,City Campus,GRAP2075,0.125,Considering Design: Theory and Practice,1,12
Postgraduate,City Campus,BUSM2243,0.125,Consulting to Organisation Dynamics,3A,12
Postgraduate,City Campus,MKTG1101,0.125,Consumer Behaviour,3A,12
Postgraduate,City Campus,HUSO2348,0.125,Contemporary Africa,1,12
Postgraduate,City Campus,SOCU2118,0.125,Contemporary Criminology,1,12
Postgraduate,City Campus,GRAP2885,0.125,Contemporary Fashion Design Presentations and Publications,1,12
Postgraduate,City Campus,ACCT1110,0.125,Contemporary Financial and Integrated Reporting,3A,12
Postgraduate,City Campus,HWSS2187,0.125,Contemporary Human Services Practice,1,12
Postgraduate,City Campus,ACCT2321,0.125,Contemporary Issues in Business and Society,3A,12
Postgraduate,City Campus,CUED1224,0.25,Contemporary Issues in Education,P1,24
Postgraduate,City Campus,BUSM3891,0.125,Contemporary Issues in Human Resource Management,3A,12
Postgraduate,City Campus,BUSM3229,0.125,Contemporary Issues in International Management,3A,12
Postgraduate,City Campus,BUSM1439,0.125,Contemporary Issues in Management,3A,12
Postgraduate,City Campus,BUSM4495,0.125,Contemporary Issues in Strategic Human Resource Management,3A,12
Postgraduate,City Campus,MKTG1115,0.125,Contemporary Marketing Seminar Series,3A,12
Postgraduate,City Campus,COMM2532,0.125,Contemporary Media Work Practices,1,12
Postgraduate,City Campus,OMGT2270,0.125,Contemporary Property Investment Planning,3A,12
Postgraduate,City Campus,JUST2290,0.125,Contemporary Sentencing,1,12
Postgraduate,City Campus,HWSS2210,0.125,Contemporary Themes in Professional Practice,1,12
Postgraduate,City Campus,COMM2713,0.125,Contemporary Writing and Publishing,1,12
Postgraduate,City Campus,TCHE1008,0.125,Contexts of Adult Learning,P1,12
Postgraduate,City Campus,GRAP2139,0.125,Contextual Studies,1,12
Postgraduate,City Campus,ENVI1164,0.125,Corporate Environmental Planning and Management,2,12
Postgraduate,City Campus,BAFI1059,0.125,Corporate Finance,3A,12
Postgraduate,City Campus,BUSM4157,0.125,Corporate Governance and Regulation,3A,12
Postgraduate,City Campus,OMGT2269,0.125,Corporate Property Finance,3A,12
Postgraduate,City Campus,OMGT2271,0.125,Corporate Real Estate,3A,12
Postgraduate,City Campus,BUSM4136,0.125,Corporate Social Responsibility and the Law,3A,12
Postgraduate,City Campus,BUSM1537,0.125,Corporate Strategy,3A,12
Postgraduate,City Campus,COMM2667,0.125,Corporate Writing and Editing,1,12
Postgraduate,City Campus,POLI1078,0.125,Corrections,1,12
Postgraduate,City Campus,LANG1369,0.125,Court Interpreting,1,12
Postgraduate,City Campus,BUSM3922,0.125,Creating Business Strategies,3A,12
Postgraduate,City Campus,VART3618,0.125,Creating your Appropriate Durable Record,1,12
Postgraduate,City Campus,COMM2678,0.25,Creative Advertising Campaigns,1,24
Postgraduate,City Campus,COMM2643,0.25,Creative Networks,1,24
Postgraduate,City Campus,MKTG1189,0.125,Creativity in Advertising,3A,12
Postgraduate,City Campus,JUST2244,0.125,Crime Prevention,1,12
Postgraduate,City Campus,SOCU2266,0.125,Crime Science,1,12
Postgraduate,City Campus,JUST2332,0.125,Crimes of the Powerful,1,12
Postgraduate,City Campus,SOCU2254,0.125,Criminal Behaviour Analysis,1,12
Postgraduate,City Campus,JUST2319,0.125,Criminal Investigation and Procedure,1,12
Postgraduate,City Campus,JUST2313,0.125,Criminal Justice Systems,1,12
Postgraduate,City Campus,LAW2394,0.125,Criminal Law,3,12
Postgraduate,City Campus,HUSO2371,0.125,Criminal Law,1,12
Postgraduate,City Campus,HWSS2119,0.125,Criminal Law Investigation and Procedure,1,12
Postgraduate,City Campus,SOCU2221,0.125,Criminological Theory,1,12
Postgraduate,City Campus,HWSS2185,0.125,Criminology and Justice Studies Field Project,1,12
Postgraduate,City Campus,JUST2264,0.125,Critical Criminology,1,12
Postgraduate,City Campus,COMM2669,0.25,Critical Enquiry in Media and Communication,1,24
Postgraduate,City Campus,GRAP2886,0.125,Critical Fashion Design Practice,1,12
Postgraduate,City Campus,VART3615,0.125,Critical Frameworks A,1,12
Postgraduate,City Campus,VART3616,0.125,Critical Frameworks B,1,12
Postgraduate,City Campus,VART3617,0.125,Critical Frameworks C,1,12
Postgraduate,City Campus,HWSS2049,0.125,Critical Social Work,1,12
Postgraduate,City Campus,PUBH1384,0.125,Critical Thinking and Decision Making,2,12
Postgraduate,City Campus,HUSO2204,0.125,Critical Urban Issues: Resilience,1,12
Postgraduate,City Campus,BESC1413,0.125,Cross Cultural and Organisational Psychology,1,12
Postgraduate,City Campus,INTE1125,0.125,Cryptography for Cyber Security,2,12
Postgraduate,City Campus,HWSS2190,0.125,Cultural Difference and Human Service Practice,1,12
Postgraduate,City Campus,TCHE2072,0.125,Cultural Diversity in Training,P1,12
Postgraduate,City Campus,PERF1029,0.25,Cultural Policy and Practice,1,24
Postgraduate,City Campus,EXTL1531,0.125,Culture Sensitivity for Humanitarian Action,2,12
Postgraduate,City Campus,BUSM2242,0.125,"Culture, Diversity and Collaborative Management",3A,12
Postgraduate,City Campus,VART3413,0.25,Curating Contemporary Art,1,24
Postgraduate,City Campus,GRAP2658,0.125,Curating and Exhibiting Communication Design,1,12
Postgraduate,City Campus,CUED1220,0.25,Curriculum and Instructional Design,P1,24
Postgraduate,City Campus,MKTG1373,0.125,Customer Experience Design,3A,12
Postgraduate,City Campus,MKTG1465,0.125,Customer Relationships and Influencing Stakeholders,3A,12
Postgraduate,City Campus,MKTG1464,0.125,Customer Solutions and Value Analytics,3A,12
Postgraduate,City Campus,MKTG1466,0.125,Customer Value Strategy,3A,12
Postgraduate,City Campus,ONPS2127,0.125,Dairy Science and Technology,2,12
Postgraduate,City Campus,ISYS2450,0.125,Data Analysis,2,12
Postgraduate,City Campus,COSC2061,0.125,Data Communication and Net-Centric Computing,2,12
Postgraduate,City Campus,COSC2111,0.125,Data Mining,2,12
Postgraduate,City Campus,MATH2216,0.125,Data Preparation for Analytics,2,12
Postgraduate,City Campus,COSC2667,0.25,Data Science Postgraduate Project,2,24
Postgraduate,City Campus,MATH2270,0.125,Data Visualisation and Communication,2,12
Postgraduate,City Campus,COSC2668,0.125,Data Visualization and Communication,2,12
Postgraduate,City Campus,MATH2349,0.125,Data Wrangling,2,12
Postgraduate,City Campus,EEET1150,0.125,Data and Internet Transmission Systems (PG),2,12
Postgraduate,City Campus,LAW2570,0.125,Data and Privacy in the Digital Age,3,12
Postgraduate,City Campus,COSC2405,0.125,Database Administration,2,12
Postgraduate,City Campus,ISYS1101,0.125,Database Applications,2,12
Postgraduate,City Campus,ISYS1055,0.125,Database Concepts,2,12
Postgraduate,City Campus,ISYS2038,0.125,Database Design and Development,2,12
Postgraduate,City Campus,COSC2407,0.125,Database Systems,2,12
Postgraduate,City Campus,BUSM1167,0.125,Decision Making,3A,12
Postgraduate,City Campus,ISYS1018,0.125,Decision Support Systems,2,12
Postgraduate,City Campus,COSC2779,0.125,Deep Learning,2,12
Postgraduate,City Campus,AERO2588,0.125,Defence Aviation Safety Regulation,2,12
Postgraduate,City Campus,BAFI2100,0.25,Denmark and the European Union,3A,24
Postgraduate,City Campus,GRAP2084,0.125,Design Communication for New Environments,1,12
Postgraduate,City Campus,GRAP2079,0.125,Design Contract,1,12
Postgraduate,City Campus,GRAP2628,0.25,Design Futures Research Project,1,24
Postgraduate,City Campus,ARCH1415,0.25,Design Innovation and Technology Major Project Part A,2,24
Postgraduate,City Campus,ARCH1416,0.25,Design Innovation and Technology Major Project Part B,2,24
Postgraduate,City Campus,ARCH1414,0.25,Design Innovation and Technology Studio 2,2,24
Postgraduate,City Campus,ARCH1418,0.25,Design Innovation and Technology Studio 3,2,24
Postgraduate,City Campus,ARCH1420,0.25,Design Innovation and Technology Studio 5,2,24
Postgraduate,City Campus,GRAP2076,0.125,Design Management,1,12
Postgraduate,City Campus,GRAP2493,0.125,Design Narratives,1,12
Postgraduate,City Campus,GRAP2626,0.125,Design Strategy,1,12
Postgraduate,City Campus,GRAP2081,0.125,Design Studies (Communication Design),1,12
Postgraduate,City Campus,BUSM4534,0.125,Design Thinking for Business,3A,12
Postgraduate,City Campus,BUSM4519,0.125,Design Thinking for Business (Executive),3A,12
Postgraduate,City Campus,EEET2035,0.125,Design With Hardware Description Languages,2,12
Postgraduate,City Campus,MATH1302,0.125,Design and Analysis of Experiments,2,12
Postgraduate,City Campus,GRAP2764,0.125,Design and Digital Media Professional Practice,1,12
Postgraduate,City Campus,MIET2403,0.125,Design and Management of Sports Facilities,2,12
Postgraduate,City Campus,MIET2399,0.125,Design and Mechanics of Sports Equipment,2,12
Postgraduate,City Campus,MIET2400,0.125,Design and Technology of Sports Shoes and Apparel,2,12
Postgraduate,City Campus,MANU2069,0.125,Design for Manufacture,2,12
Postgraduate,City Campus,ARCH3337,0.125,Design for Sustainable Systems and Innovation,2,12
Postgraduate,City Campus,CIVE1228,0.125,Design of Tall Buildings and Urban Habitat,2,12
Postgraduate,City Campus,ARCH1443,0.125,Designing for Dynamic Landscapes,2,12
Postgraduate,City Campus,ARCH1462,0.125,Designing with Data,2,12
Postgraduate,City Campus,POLI1114,0.125,Developing Peace and Ending Violence,1,12
Postgraduate,City Campus,OMGT1179,0.125,Development Decisions,3A,12
Postgraduate,City Campus,COMM2714,0.25,Development at Bowen Street Press,1,24
Postgraduate,City Campus,BESC1374,0.125,Developmental Psychology,1,12
Postgraduate,City Campus,HUSO2369,0.125,"Deviance, Control and Conflict",1,12
Postgraduate,City Campus,BIOL2110,0.125,Diagnostics and Biotherapies,2,12
Postgraduate,City Campus,INTE2400,0.125,Digital Criminology: Crime and Justice in Digital Society,2,12
Postgraduate,City Campus,ISYS1168,0.125,Digital Curation,2,12
Postgraduate,City Campus,EEET1256,0.125,Digital Design Automation,2,12
Postgraduate,City Campus,VART3638,0.125,Digital Imaging Strategies,1,12
Postgraduate,City Campus,INTE1014,0.125,Digital Innovation,2,12
Postgraduate,City Campus,COSC2272,0.125,Digital Media Computing,2,12
Postgraduate,City Campus,INTE1002,0.125,Digital Risk Management and Information Security,2,12
Postgraduate,City Campus,EEET1123,0.125,Digital Signal Processing,2,12
Postgraduate,City Campus,INTE1030,0.125,Digital Strategy,2,12
Postgraduate,City Campus,EEET2038,0.125,Digital System Design (PG),2,12
Postgraduate,City Campus,COMM2708,0.125,Digital and Data Journalism,1,12
Postgraduate,City Campus,SOCU2224,0.125,Disability and Society,1,12
Postgraduate,City Campus,EXTL1534,0.125,Disaster Management,2,12
Postgraduate,City Campus,ARCH1452,0.125,Disaster Resilient Landscapes,2,12
Postgraduate,City Campus,ARCH1442,0.125,"Disaster, Design, and Development",2,12
Postgraduate,City Campus,LANG1219,0.125,Discourse Studies for Translators and Interpreters,1,12
Postgraduate,City Campus,HWSS2211,0.125,"Discourses of Care, Control and Protection",1,12
Postgraduate,City Campus,MATH2045,0.125,Discrete Mathematics,2,12
Postgraduate,City Campus,COSC2784,0.125,Discrete Structures in Computing,2,12
Postgraduate,City Campus,LAW2565,0.125,Discrimination Law,3,12
Postgraduate,City Campus,GEOM2072,0.5,Dissertation,2,48
Postgraduate,City Campus,GEOM2073,0.25,Dissertation Part A (Preparation),2,24
Postgraduate,City Campus,GEOM2074,0.25,Dissertation Part B (Implementation),2,24
Postgraduate,City Campus,ISYS1095,0.125,Distributed Databases,2,12
Postgraduate,City Campus,COSC1172,0.125,Distributed Information Systems Engineering,2,12
Postgraduate,City Campus,GEOM2142,0.125,Distributed Mapping,2,12
Postgraduate,City Campus,COSC1195,0.125,Distributed Systems,2,12
Postgraduate,City Campus,OMGT1012,0.125,Distribution and Freight Logistics,3A,12
Postgraduate,City Campus,COSC2106,0.125,Document Markup Languages,2,12
Postgraduate,City Campus,HUSO2227,0.125,Drug Related Crime,1,12
Postgraduate,City Campus,EEET2037,0.125,EDA Tools and Design Methodologies (PG),2,12
Postgraduate,City Campus,ARCH1398,0.125,Eco-Urban Practices,2,12
Postgraduate,City Campus,ENVI1160,0.125,Ecological Economics,2,12
Postgraduate,City Campus,BIOL2376,0.125,Ecology,2,12
Postgraduate,City Campus,ENVI1210,0.125,Ecology,2,12
Postgraduate,City Campus,ECON1238,0.125,Econometric Techniques,3A,12
