code,title,meta
COMM4105,Research Methods in Media and Communication,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Steven MarasLevel of study:Undergraduate;Postgraduate;Faculty:Arts, Business, Law and EducationSchool:Social SciencesAvailability:Semester 1;Location:UWA (Perth);"
COMM4106,Advanced Topics in Media and Communication,"Type:UnitsCredit points:6;Coordinator(s):Dr David SavatLevel of study:Undergraduate;Postgraduate;Faculty:Arts, Business, Law and EducationSchool:Social SciencesAvailability:Semester 2;Location:UWA (Perth);"
COMM4704,Global Media and Cross-cultural Communication,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Rob CoverLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:Social SciencesAvailability:Not available in 2020;Location:UWA (Perth);"
COMM5104,Public Communication,"Type:UnitsCredit points:6;Coordinator(s):Dr Tauel HarperLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:Social SciencesAvailability:Semester 2;Location:UWA (Perth);"
COMM5303,Communication Strategies for Change,"Type:UnitsCredit points:6;Coordinator(s):Dr Katarina DamjanovLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:Social SciencesAvailability:Non-standard teaching period;Location:UWA (Perth);"
COMM5602,Online Journalism,"Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:Social SciencesAvailability:Not available in 2020;Location:UWA (Perth);"
COMM5604,Media Governance,"Type:UnitsCredit points:6;Coordinator(s):Dr Katarina DamjanovLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:Social SciencesAvailability:Semester 1;Location:UWA (Perth);"
COMM5605,Issues in Contemporary Global Journalism,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Helen FordhamLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:Social SciencesAvailability:Non-standard teaching period;Location:UWA (Perth);"
COMM5701,Strategic Communications in a Digital Era,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Helen FordhamLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:Social SciencesAvailability:Non-standard teaching period;Location:UWA (Perth);"
COMM5702,Digital Media: Theory and Practice,"Type:UnitsCredit points:6;Coordinator(s):Dr Tauel HarperLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:Social SciencesAvailability:Semester 1;Location:UWA (Perth);"
COMM5703,"Communication, Innovation and Project Management","Type:UnitsCredit points:6;Coordinator(s):Associate Professor Helen FordhamLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:Social SciencesAvailability:Non-standard teaching period;Location:UWA (Perth);"
COMM5704,Global Media and Cross-cultural Communication,"Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:Social SciencesAvailability:Not available in 2020;Location:UWA (Perth);"
COMM5705,Representation and Promotion,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Helen FordhamLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:Social SciencesAvailability:Not available in 2020;Location:UWA (Perth);"
COMM5706,Accountability and Responsibility in the Media,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Steven MarasLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:Social SciencesAvailability:Semester 1;Location:UWA (Perth);"
DENT4121,Diagnostic and Surgical Sciences 1,Type:UnitsCredit points:24;Coordinator(s):Dr Omar KujanLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT4122,Diagnostic and Surgical Sciences 2,Type:UnitsCredit points:24;Coordinator(s):Dr Omar KujanLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT4123,Integrated Dental Sciences Remediation Unit,Type:UnitsCredit points:24;Level of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:UWA (Perth);
DENT4201,Endodontics and Fixed Prosthodontics,Type:UnitsCredit points:6;Coordinator(s):Winthrop Professor Paul AbbottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT4202,"Immunology, Pathology and Periodontics",Type:UnitsCredit points:6;Coordinator(s):Dr Julio RinconLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT4203,Child and Adolescent Oral Health 1,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Mike RazzaLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT4204,"General Medicine and Surgery, Pain Control and Exodontics",Type:UnitsCredit points:6;Coordinator(s):Magdalen FooLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT4205,Conservative Dentistry and Restoration of Endodontically Treated Teeth,Type:UnitsCredit points:6;Coordinator(s):Dr Julio RinconLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT4206,Advanced Prosthodontics,Type:UnitsCredit points:6;Coordinator(s):Dr Victor MatsubaraLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT4207,Child and Adolescent Oral Health 2,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Mike RazzaLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT4208,Exodontics and General Medicine,Type:UnitsCredit points:6;Coordinator(s):Dr Magdalen FooLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT4211,Developmental and behavioural sciences 1,Type:UnitsCredit points:6;Coordinator(s):Dr Steven NaoumLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT4221,Diagnostic and surgical sciences 3,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Johan ApsLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT4231,Restorative and Rehabilitative Sciences 1,Type:UnitsCredit points:6;Coordinator(s):Dr Jilen PatelLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT4232,Restorative and Rehabilitative Sciences 2,Type:UnitsCredit points:6;Coordinator(s):Dr Victor MatsubaraLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT4233,Restorative and rehabilitative sciences 3,Type:UnitsCredit points:6;Coordinator(s):Dr Mario FerrariLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT4234,Restorative and Rehabilitative Sciences 4,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Leticia MirandaLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT4235,Restorative and Rehabilitative Sciences 5,Type:UnitsCredit points:6;Coordinator(s):Dr Victor MatsubaraLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT4236,Restorative and Rehabilitative Sciences 6,Type:UnitsCredit points:6;Coordinator(s):Dr Amr FawzyLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5301,Oral Medicine I,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Agnieszka FrydrychLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:UWA (Perth);
DENT5302,"Research Design, Statistics and Dental Public Health",Type:UnitsCredit points:6;Coordinator(s):Dr Mario FerrariLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:UWA (Perth);
DENT5303,Complex Oral Rehabilitation 1,Type:UnitsCredit points:6;Coordinator(s):Dr Poh Hun LohLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:UWA (Perth);
DENT5304,Child and Adolescent Comprehensive Oral Care 1 and Orthodontics,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Robert AnthonappaLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:UWA (Perth);
DENT5305,Special Needs Dentistry and Orofacial Pain,Type:UnitsCredit points:6;Coordinator(s):Clinical Associate Professor Ramesh BalasubramaniamLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:UWA (Perth);
DENT5306,"Introduction to Dental Practice, Maxillofacial Infections and Trauma",Type:UnitsCredit points:6;Coordinator(s):Dr Maryam JessriLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:UWA (Perth);
DENT5307,Complex Oral Rehabilitation 2,Type:UnitsCredit points:6;Coordinator(s):Dr Poh Hun LohLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:UWA (Perth);
DENT5308,Child and Adolescent Comprehensive Oral Care 2 and Research,Type:UnitsCredit points:6;Coordinator(s):Dr Jilen PatelLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:UWA (Perth);
DENT5312,Developmental and Behavioural Sciences 2,Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5313,Developmental and Behavioural Sciences 3,Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5322,Diagnostic and Surgical Sciences 4,Type:UnitsCredit points:6;Coordinator(s):Dr Magdalen FooLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5323,Diagnostic and surgical sciences 5,Type:UnitsCredit points:6;Coordinator(s):Dr Magdalen FooLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5337,Restorative and Rehabilitative Sciences 7,Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5338,Restorative and Rehabilitative Sciences 8,Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5341,Comprehensive Clinical Care 1,Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5342,Comprehensive Clinical Care 2,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Poh Hun LohLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5401,Research and Professional Development 1,Type:UnitsCredit points:6;Coordinator(s):Dr Omar KujanLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:Oral Health Care Centre of WA (OHCWA);
DENT5402,Integrated Dental Practice 1,Type:UnitsCredit points:6;Coordinator(s):Dr Michelle HuangLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5403,Integrated Dental Practice 2,Type:UnitsCredit points:6;Coordinator(s):Dr Michelle HuangLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5404,"Australian Indigenous, Rural and Remote Oral Health 1",Type:UnitsCredit points:6;Coordinator(s):Dr Mario FerrariLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5405,Research and Professional Development 2,Type:UnitsCredit points:6;Coordinator(s):Dr Omar KujanLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:Oral Health Care Centre of WA (OHCWA);
DENT5406,Integrated Dental Practice 3,Type:UnitsCredit points:6;Coordinator(s):Dr Michelle HuangLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5407,Integrated Dental Practice 4,Type:UnitsCredit points:6;Coordinator(s):Dr Michelle HuangLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5408,"Australian Indigenous, Rural and Remote Oral Health 2",Type:UnitsCredit points:6;Coordinator(s):Professor Linda Slack-SmithLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);
DENT5414,Developmental and behavioural sciences 4,Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:UWA (Perth);
DENT5415,Development and behavioural sciences 5,Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT5443,Comprehensive Clinical Care 3,Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT5444,Comprehensive Clinical Care 4,Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT5445,Comprehensive Clinical Care 5,Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT5446,Comprehensive Clinical Care 6,Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT5447,Comprehensive Clinical Care 7,Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT5448,Comprehensive Clinical Care 8,Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:Oral Health Care Centre of WA (OHCWA);
DENT5600,Principles of Dental Public Health,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Estie KrugerLevel of study:Postgraduate;Faculty:ScienceSchool:Human SciencesAvailability:Semester 1;Location:UWA (Perth);
DENT5603,Dental Research Methodology,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Omar KujanLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:UWA (Perth);
DENT5626,Oral Health Care Provision,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Estie KrugerLevel of study:Postgraduate;Faculty:ScienceSchool:Human SciencesAvailability:Semester 1;Location:UWA (Perth);
DENT5627,Oral Health Promotion,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Estie KrugerLevel of study:Postgraduate;Faculty:ScienceSchool:Human SciencesAvailability:Semester 1;Location:UWA (Perth);
DENT5628,Management and Financing of Oral Health Services,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Estie KrugerLevel of study:Postgraduate;Faculty:ScienceSchool:Human SciencesAvailability:Semester 2;Location:UWA (Perth);
DENT5629,Research Methods in Dental Public and Primary Health,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Estie KrugerLevel of study:Postgraduate;Faculty:ScienceSchool:Human SciencesAvailability:Semester 2;Location:UWA (Perth);
DENT5630,Dental Epidemiology,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Estie KrugerLevel of study:Postgraduate;Faculty:ScienceSchool:Human SciencesAvailability:Semester 2;Location:UWA (Perth);
DENT5631,Primary Dental Care,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Estie KrugerLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Location:UWA (Perth);
DENT5632,Endodontics,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Estie KrugerLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Location:UWA (Perth);
DENT5633,Removable Prosthodontics,Type:UnitsCredit points:6;Coordinator(s):Dr Kate DysonLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:UWA (Perth);
DENT5634,Oral Diagnosis and Oral Radiography,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Estie KrugerLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 2;Location:UWA (Perth);
DENT5635,Dento-Alveolar Surgery,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Estie KrugerLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 2;Location:UWA (Perth);
DENT5636,Periodontics,Type:UnitsCredit points:6;Coordinator(s):Dr Kate DysonLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:UWA (Perth);
DENT5637,Paedodontics and Orthodontics,Type:UnitsCredit points:6;Coordinator(s):Dr Kate DysonLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:UWA (Perth);
DENT5638,Fixed Prosthodontics and Operative Dentistry,Type:UnitsCredit points:6;Coordinator(s):Associate Professor Estie KrugerLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Not available in 2020;Location:UWA (Perth);
DENT5639,Dissertation (full-time),Type:UnitsCredit points:48;Coordinator(s):Associate Professor Estie KrugerLevel of study:Postgraduate;Faculty:ScienceSchool:Human SciencesAvailability:Semester 1;Semester 2;Location:UWA (Perth);
DENT5641,Dissertation (part-time),Type:UnitsCredit points:48;Coordinator(s):Associate Professor Estie KrugerLevel of study:Postgraduate;Faculty:ScienceSchool:Human SciencesAvailability:Semester 1;Semester 2;Location:UWA (Perth);
DENT5649,Basic Dental Science,Type:UnitsCredit points:6;Coordinator(s):Dr Stephen KnottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Location:UWA School of Dentistry;PathWest Laboratories;
DENT5650,Forensic Medicine and Pathology,Type:UnitsCredit points:12;Coordinator(s):Dr Stephen KnottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Location:UWA School of Dentistry;PathWest Laboratories;
DENT5651,Applied Dental Science,Type:UnitsCredit points:6;Coordinator(s):Dr Stephen KnottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 2;Location:UWA School of Dentistry;PathWest Laboratories;
DENT5652,The Law and Law Enforcement,Type:UnitsCredit points:12;Coordinator(s):Dr Stephen KnottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 2;Location:UWA School of Dentistry;PathWest Laboratories;
DENT5653,Forensic Medicine,Type:UnitsCredit points:6;Coordinator(s):Dr Stephen KnottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Location:UWA (Perth);
DENT5654,Forensic Pathology,Type:UnitsCredit points:6;Coordinator(s):Dr Stephen KnottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Location:UWA (Perth);
DENT5656,Special Research Project Part 1,Type:UnitsCredit points:6;Coordinator(s):Dr Stephen KnottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Location:UWA (Perth);
DENT5657,The Law,Type:UnitsCredit points:6;Coordinator(s):Dr Stephen KnottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 2;Location:UWA (Perth);
DENT5658,Law Enforcement,Type:UnitsCredit points:6;Coordinator(s):Dr Stephen KnottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 2;Location:UWA (Perth);
DENT5660,Special Research Project Part 2,Type:UnitsCredit points:6;Coordinator(s):Dr Stephen KnottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 2;Location:UWA (Perth);
DENT6801,Endodontics Theory I Part 1,Type:UnitsCredit points:6;Coordinator(s):Winthrop Professor Paul AbbottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6802,Endodontics Theory I Part 2,Type:UnitsCredit points:6;Coordinator(s):Winthrop Professor Paul AbbottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6803,Endodontics Theory II Part 1,Type:UnitsCredit points:6;Coordinator(s):Winthrop Professor Paul AbbottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6804,Endodontics Theory II Part 2,Type:UnitsCredit points:6;Coordinator(s):Winthrop Professor Paul AbbottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6805,Endodontics Theory III Part 1,Type:UnitsCredit points:6;Coordinator(s):Winthrop Professor Paul AbbottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6806,Endodontics Theory III Part 2,Type:UnitsCredit points:6;Coordinator(s):Winthrop Professor Paul AbbottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6807,Endodontics Clinical Practice I Part 1,Type:UnitsCredit points:6;Coordinator(s):Winthrop Professor Paul AbbottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6808,Endodontics Clinical Practice I Part 2,Type:UnitsCredit points:6;Coordinator(s):Winthrop Professor Paul AbbottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6809,Endodontics Clinical Practice II Part 1,Type:UnitsCredit points:12;Coordinator(s):Winthrop Professor Paul V. AbbottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6810,Endodontics Clinical Practice II Part 2,Type:UnitsCredit points:12;Coordinator(s):Winthrop Professor Paul AbbottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6811,Endodontics Clinical Practice III Part 1,Type:UnitsCredit points:12;Coordinator(s):Winthrop Professor Paul AbbottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6812,Endodontics Clinical Practice III Part 2,Type:UnitsCredit points:12;Coordinator(s):Winthrop Professor Paul AbbottLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6813,Oral Medicine Theory I Part 1,Type:UnitsCredit points:6;Coordinator(s):Dr Maryam JessriLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6814,Oral Medicine Theory I Part 2,Type:UnitsCredit points:6;Coordinator(s):Dr Maryam JessriLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6815,Oral MedicineTheory II Part 1,Type:UnitsCredit points:6;Coordinator(s):Dr Maryam JessriLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6816,Oral Medicine Theory II Part 2,Type:UnitsCredit points:6;Coordinator(s):Dr Maryam JessriLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6817,Oral Medicine Theory III Part 1,Type:UnitsCredit points:6;Coordinator(s):Dr Maryam JessriLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6818,Oral Medicine Theory III Part 2,Type:UnitsCredit points:6;Coordinator(s):Dr Maryam JessriLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6819,Oral Medicine Clinical Practice I Part 1,Type:UnitsCredit points:6;Coordinator(s):Dr Maryam JessriLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6820,Oral Medicine Clinical Practice I Part 2,Type:UnitsCredit points:6;Coordinator(s):Dr Maryam JessriLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6821,Oral Medicine Clinical Practice II Part 1,Type:UnitsCredit points:12;Coordinator(s):Dr Maryam JessriLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
DENT6822,Oral Medicine  Clinical Practice II Part 2,Type:UnitsCredit points:12;Coordinator(s):Dr Maryam JessriLevel of study:Postgraduate;Faculty:Health and Medical SciencesSchool:Dental SchoolAvailability:Semester 1;Semester 2;Location:Oral Health Care Centre of WA (OHCWA);
