code,title,area,credit
MGMT5030 (v.1),Comparative Policy Sciences,Curtin Malaysia,25
OCHS5000 (v.1),Compensation and Injury Management,School of Public Health,25
LAWS3004 (v.1),Competition Law and Policy,Curtin Law School,25
HIST3001 (v.2),"Competition, Cooperation and Conflict since 1945","School of Media, Creative Arts and Social Inquiry",25
MCEN3003 (v.1),Competitive Manufacturing Processes,School of Civil and Mechanical Engineering,25
ARCH5027 (v.1),Complex Buildings Research Methods,School of Design and the Built Environment,25
ARCH5026 (v.1),Complex Buildings Research Studio,School of Design and the Built Environment,25
CRIT3000 (v.2),Complex Nursing Practice 1,"School of Nursing, Midwifery and Paramedicine",25
CRIT3001 (v.2),Complex Nursing Practice 2,"School of Nursing, Midwifery and Paramedicine",25
PARA3001 (v.1),Complex Paramedic Professional Practice,"School of Nursing, Midwifery and Paramedicine",25
CMHL4001 (v.1),Complexity and Case Management,"School of Occ Therapy, Social Work and Speech Path",25
NURS5034 (v.1),Comprehensive Health Assessment,"School of Nursing, Midwifery and Paramedicine",25
CHEN4004 (v.1),Computational Fluid Dynamics,"WASM: Minerals, Energy and Chemical Engineering",25
MATH2002 (v.1),Computational Mathematics,"School of Elec Eng, Comp and Math Sci (EECMS)",25
CMPE6001 (v.1),Computer Aided Engineering of Digital Systems,"School of Elec Eng, Comp and Math Sci (EECMS)",25
CNCO2000 (v.1),Computer Communications,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISYS6011 (v.1),Computer Forensics,School of Management,25
COMP2004 (v.1),Computer Graphics,"School of Elec Eng, Comp and Math Sci (EECMS)",25
COMP0002 (v.1),Computer Productivity,Curtin Dubai,25
COMP3004 (v.1),Computer Project 1,"School of Elec Eng, Comp and Math Sci (EECMS)",25
COMP3005 (v.1),Computer Project 2,"School of Elec Eng, Comp and Math Sci (EECMS)",25
COMP4000 (v.1),Computer Science Honours Dissertation,"School of Elec Eng, Comp and Math Sci (EECMS)",100
COMP6002 (v.1),Computer Science Project,"School of Elec Eng, Comp and Math Sci (EECMS)",25
COMP6001 (v.1),Computer Science Project 1,"School of Elec Eng, Comp and Math Sci (EECMS)",25
COMP5003 (v.1),Computer Science Technologies,"School of Elec Eng, Comp and Math Sci (EECMS)",25
CNCO4000 (v.1),Computer Science Topics,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISEC5004 (v.1),Computer Security Client Based Program Development,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISEC5000 (v.1),Computer Security Project,"School of Elec Eng, Comp and Math Sci (EECMS)",25
STAT2005 (v.1),Computer Simulation,"School of Elec Eng, Comp and Math Sci (EECMS)",25
COMP2000 (v.1),Computer Systems,"School of Elec Eng, Comp and Math Sci (EECMS)",25
CMPE3002 (v.1),Computer Technology Project 1,"School of Elec Eng, Comp and Math Sci (EECMS)",25
CMPE3003 (v.1),Computer Technology Project 2,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ACCT2003 (v.2),Computerised Accounting Systems,School of Accounting,25
COMP1003 (v.1),Computing Skills,"School of Elec Eng, Comp and Math Sci (EECMS)",25
COMP2005 (v.1),Computing Topics,"School of Elec Eng, Comp and Math Sci (EECMS)",25
OCCT1000 (v.1),Concepts in Occupational Therapy Practice,"School of Occ Therapy, Social Work and Speech Path",25
CHEN5054 (v.1),Concrete Corrosion,"WASM: Minerals, Energy and Chemical Engineering",25
CMPE6004 (v.2),Concurrent Systems,"School of Elec Eng, Comp and Math Sci (EECMS)",25
CMPE4003 (v.2),Concurrent Systems,"School of Elec Eng, Comp and Math Sci (EECMS)",25
INTR2002 (v.1),Conflict and Diplomacy in the Asia Pacific,"School of Media, Creative Arts and Social Inquiry",25
INTR3000 (v.1),Conflict and Strategy,"School of Media, Creative Arts and Social Inquiry",25
INFO3000 (v.1),Conservation and Preservation,"School of Media, Creative Arts and Social Inquiry",25
INFO5003 (v.1),Conservation and Preservation,"School of Media, Creative Arts and Social Inquiry",25
CONS2000 (v.1),Constitutional Law,Curtin Law School,25
STEN6000 (v.1),Construction and Building Materials and Sustainability,School of Civil and Mechanical Engineering,25
BLAW3030 (v.1),Construction Contracts and Law,School of Design and the Built Environment,25
BLDG3014 (v.2),Construction Estimating and Risk Management,School of Design and the Built Environment,25
LAWS3013 (v.1),Construction Law,Curtin Law School,25
BLDG3016 (v.1),Construction Planning and Scheduling,School of Design and the Built Environment,25
BLDG2013 (v.1),Construction Plant and Equipment,School of Design and the Built Environment,25
BLDG1012 (v.1),Construction Project Safety Management,School of Design and the Built Environment,25
BLDG2025 (v.1),Construction Project Safety Management,School of Design and the Built Environment,25
BLDG4009 (v.1),Construction Risk Management,School of Design and the Built Environment,25
MGMT6004 (v.1),Consultancy/Internship,School of Management,50
MKTG2004 (v.1),Consumer Behaviour,School of Marketing,25
MKTG6011 (v.1),Consumer Biometrics and Innovations,School of Marketing,25
LAWS3018 (v.1),Consumer Law and Policy,Curtin Law School,25
COMS2000 (v.1),Consuming Culture,"School of Media, Creative Arts and Social Inquiry",25
ACCT5019 (v.2),Contemporary Accounting Issues,School of Accounting,25
SCWK2003 (v.1),Contemporary and Comparative Social Policy,"School of Occ Therapy, Social Work and Speech Path",25
EDHE5006 (v.1),Contemporary Approaches to Tertiary Teaching,School of Education,25
CMHL4002 (v.1),Contemporary Health and Social Issues in Australian Communities,"School of Occ Therapy, Social Work and Speech Path",25
FNCE4000 (v.1),Contemporary Issues in Corporate Finance,School of Economics and Finance,25
ECON5008 (v.1),Contemporary Issues in Economic Policy,School of Economics and Finance,25
ECON5015 (v.1),Contemporary Issues in International Economics,School of Economics and Finance,25
FNCE5011 (v.1),Contemporary Issues in International Finance,School of Economics and Finance,25
MGMT6015 (v.1),Contemporary Issues in International Human Resource Management,School of Management,25
INTR5001 (v.1),Contemporary Issues in International Relations,"School of Media, Creative Arts and Social Inquiry",25
ECON7003 (v.1),Contemporary Issues in Macroeconomics,School of Economics and Finance,25
MGMT4007 (v.1),Contemporary Issues in Management,School of Management,25
NURS5032 (v.1),Contemporary Issues in Paramedic Practice,"School of Nursing, Midwifery and Paramedicine",25
PROP5004 (v.1),Contemporary Issues in Property Economics,School of Economics and Finance,25
FNCE5002 (v.1),Contemporary Issues in Strategic Finance,School of Economics and Finance,25
MGMT3019 (v.1),Contemporary Issues in Tourism Management,School of Marketing,25
MKTG5001 (v.2),Contemporary Issues in Tourism Marketing,School of Marketing,25
LAWS4004 (v.1),Contemporary Legal Theories and Issues,Curtin Law School,50
ECON7004 (v.1),Contemporary Microeconomics,School of Economics and Finance,25
THTR3007 (v.1),Contemporary Performance,"School of Media, Creative Arts and Social Inquiry",25
PUBR3000 (v.2),Contemporary Practice,School of Marketing,25
HLPR5001 (v.1),Contemporary Practice in Health Promotion,School of Public Health,25
PHTY7020 (v.1),Continence and Women's Health Advanced Physiotherapy Clinics 1,School of Physiotherapy and Exercise Science,12
PHTY7021 (v.1),Continence and Women's Health Advanced Physiotherapy Clinics 2,School of Physiotherapy and Exercise Science,25
MATH3009 (v.1),Contingencies 1,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MATH3010 (v.1),Contingencies 2,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MINE6030 (v.1),Continuum and Discontinuum Mechanics,"WASM: Minerals, Energy and Chemical Engineering",25
BLDG4028 (v.1),Contract Administration,School of Design and the Built Environment,25
MGMT5020 (v.1),Contract and Procurement Optimisation,School of Management,25
ETEN6000 (v.1),Control Systems,"School of Elec Eng, Comp and Math Sci (EECMS)",25
INFO3012 (v.1),Convergence and Cultural Institutions,"School of Media, Creative Arts and Social Inquiry",25
SPAT2002 (v.1),Coordinate and Mapping Systems,School of Earth and Planetary Sciences (EPS),25
GRDE2033 (v.1),Copywriting for Advertising,School of Design and the Built Environment,25
FNCE3000 (v.1),Corporate Finance,School of Economics and Finance,25
FNCE5014 (v.1),Corporate Finance for Managers,School of Economics and Finance,25
FNCE5010 (v.1),Corporate Financial Management,School of Economics and Finance,25
POLS6000 (v.2),Corporate Governance,School of Management,25
LAWS3002 (v.1),Corporate Governance,Curtin Law School,25
LAWS2005 (v.1),Corporate Law,Curtin Law School,25
MKTG3004 (v.2),Corporate Marketing Strategy,School of Marketing,25
MGMT6047 (v.1),Corporate Stewardship,School of Civil and Mechanical Engineering,25
MGMT6010 (v.1),Corporate Strategy,School of Management,25
CHEN5056 (v.1),Corrosion in Liquids,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN5053 (v.2),Corrosion Protection: Coatings and Electrochemical Protection,"WASM: Minerals, Energy and Chemical Engineering",25
ACCT2002 (v.2),Cost Analysis for Decision Making,School of Accounting,25
BLDG3012 (v.2),Cost Management,School of Design and the Built Environment,25
BLDG2017 (v.1),Cost Planning,School of Design and the Built Environment,25
SPPA3008 (v.1),Counselling and Collaborative Practice in Speech Pathology,"School of Occ Therapy, Social Work and Speech Path",25
PSYC6011 (v.1),Counselling and Interpersonal Processes in Psychology,School of Psychology,25
INDH3007 (v.1),Counselling and Psychotherapy Practice,Centre for Aboriginal Studies,25
COUN6004 (v.1),Counselling Practicum,School of Psychology,50
ACCT5022 (v.1),CPA Accounting Capstone,School of Accounting,25
ACCT5016 (v.1),CPA Advanced Audit and Assurance,School of Accounting,25
ACCT5033 (v.1),CPA Contemporary Business Issues,School of Accounting,25
ACCT5029 (v.1),CPA Ethics and Governance,School of Accounting,25
ACCT5030 (v.1),CPA Financial Accounting,School of Accounting,25
ACCT5017 (v.1),CPA Strategic Management Accounting,School of Accounting,25
EDUC4023 (v.1),Creating and Responding to Literature,School of Education,25
MGMT2014 (v.1),Creating Your Sustainable Career,School of Management,25
GRDE3002 (v.1),Creative Advertising Studio,School of Design and the Built Environment,25
EDEC5006 (v.1),Creative and Media Arts in Early Childhood,School of Education,25
VISA3024 (v.1),Creative Arts Advanced Project,"School of Media, Creative Arts and Social Inquiry",50
VISA1016 (v.1),Creative Arts Practice,"School of Media, Creative Arts and Social Inquiry",25
VISA3005 (v.2),Creative Arts Professional Practicum,"School of Media, Creative Arts and Social Inquiry",25
VISA2028 (v.1),Creative Arts Project,"School of Media, Creative Arts and Social Inquiry",25
GRDE3025 (v.1),Creative Design Project,School of Design and the Built Environment,25
GRDE2026 (v.1),Creative Design Studio,School of Design and the Built Environment,25
SPRO5000 (v.3),Creative Documentary and Actualities,"School of Media, Creative Arts and Social Inquiry",25
SPRO2004 (v.1),Creative Documentary and Actualities,"School of Media, Creative Arts and Social Inquiry",25
EDUC4022 (v.1),Creative Literacies,School of Education,25
MEDA6004 (v.1),Creative Research Methods,"School of Media, Creative Arts and Social Inquiry",25
MKTG6005 (v.2),Creative Strategies and Decision Making,School of Marketing,25
EDUC5006 (v.1),Creative Technologies,School of Education,25
CWRI1000 (v.1),Creative Writing,"School of Media, Creative Arts and Social Inquiry",25
CWRI3003 (v.1),Creative Writing Supervised Project,"School of Media, Creative Arts and Social Inquiry",50
ORGM6001 (v.1),Creativity and Innovation,School of Management,25
LCST2003 (v.1),"Creativity, Subversion and Taste","School of Media, Creative Arts and Social Inquiry",25
CTED4001 (v.1),Creed and Sacraments in Catholic Studies,School of Education,25
CRIM2001 (v.1),Criminal Responsibility and Procedures,Curtin Law School,25
INDH3010 (v.1),Crisis Intervention and Recovery,Centre for Aboriginal Studies,25
INDH2009 (v.1),"Crisis Intervention, Self-Harm and Suicide Prevention",Centre for Aboriginal Studies,25
INDS4003 (v.1),Critical Approaches to Research Literature,Centre for Aboriginal Studies,25
MGMT6050 (v.1),Critical Studies of Business and Management,School of Management,25
ENGL0002 (v.1),"Critical Thinking, Research and Writing",Curtin Dubai,25
PUBR3003 (v.1),Cross-Cultural Communication,School of Marketing,25
NURS5002 (v.1),Cross-Cultural Perspectives of Health Care Practice,"School of Nursing, Midwifery and Paramedicine",25
PEEN4000 (v.1),Crude Oil Processing,"WASM: Minerals, Energy and Chemical Engineering",25
EDPR3004 (v.1),Cultural Contexts in Primary Education,School of Education,25
HERI5001 (v.1),Cultural Heritage Management,School of Design and the Built Environment,25
INDS0005 (v.1),Cultural Transitioning for Business,Centre for Aboriginal Studies,25
SXLG6007 (v.1),Culture and Contemporary Sexology,School of Public Health,25
FASH2001 (v.1),Culture and Dress,School of Design and the Built Environment,25
MGMT5003 (v.1),Culture and Ethics in Business,School of Management,25
COMS5004 (v.1),Culture to Cultures,"School of Media, Creative Arts and Social Inquiry",25
COMS1003 (v.2),Culture to Cultures,"School of Media, Creative Arts and Social Inquiry",25
INTR5008 (v.1),Cultures of Violence and Conflict,"School of Media, Creative Arts and Social Inquiry",25
OCCT6008 (v.1),Current Concepts in Occupational Therapy Professional Practice,"School of Occ Therapy, Social Work and Speech Path",25
FOOD3006 (v.1),Current Topics in Food Science,School of Molecular and Life Sciences (MLS),25
LAWS3024 (v.1),Current Topics in Law,Curtin Law School,25
EDSC3007 (v.1),Curriculum and Culture in Secondary Schools,School of Education,25
EDSC5010 (v.1),Curriculum and Instruction in Lower Secondary Arts,School of Education,25
EDSC5011 (v.1),Curriculum and Instruction in Lower Secondary English,School of Education,25
EDSC5012 (v.1),Curriculum and Instruction in Lower Secondary Languages,School of Education,25
EDSC4008 (v.1),Curriculum and Instruction in Lower Secondary Languages,School of Education,25
EDSC5013 (v.1),Curriculum and Instruction in Lower Secondary Mathematics,School of Education,25
EDSC5014 (v.1),Curriculum and Instruction in Lower Secondary Science,School of Education,25
EDSC5015 (v.1),Curriculum and Instruction in Lower Secondary Social Sciences,School of Education,25
EDSC5004 (v.1),Curriculum and Instruction in Upper Secondary Arts,School of Education,25
EDSC5005 (v.1),Curriculum and Instruction in Upper Secondary English,School of Education,25
EDSC5006 (v.1),Curriculum and Instruction in Upper Secondary Languages,School of Education,25
EDSC4002 (v.1),Curriculum and Instruction in Upper Secondary Languages,School of Education,25
EDSC5007 (v.1),Curriculum and Instruction in Upper Secondary Mathematics,School of Education,25
EDSC5008 (v.1),Curriculum and Instruction in Upper Secondary Science,School of Education,25
EDSC5009 (v.1),Curriculum and Instruction in Upper Secondary Social Sciences,School of Education,25
EDSC4030 (v.1),Curriculum and Instruction Lower Secondary: English,School of Education,25
EDSC5024 (v.1),Curriculum and Instruction Lower Secondary: English,School of Education,25
EDSC5055 (v.1),Curriculum and Instruction Lower Secondary: Health and Physical Education,School of Education,25
EDSC5025 (v.1),Curriculum and Instruction Lower Secondary: Humanities and Social Sciences,School of Education,25
EDSC4024 (v.1),Curriculum and Instruction Lower Secondary: Humanities and Social Sciences,School of Education,25
EDSC5026 (v.1),Curriculum and Instruction Lower Secondary: Mathematics,School of Education,25
EDSC4020 (v.1),Curriculum and Instruction Lower Secondary: Mathematics,School of Education,25
EDSC4022 (v.1),Curriculum and Instruction Lower Secondary: Science,School of Education,25
EDSC5027 (v.1),Curriculum and Instruction Lower Secondary: Science,School of Education,25
EDSC4032 (v.1),Curriculum and Instruction Lower Secondary: The Arts,School of Education,25
EDSC5023 (v.1),Curriculum and Instruction Lower Secondary: The Arts,School of Education,25
EDSC5053 (v.1),Curriculum and Instruction Senior Secondary: English,School of Education,25
EDSC4018 (v.2),Curriculum and Instruction Senior Secondary: English,School of Education,25
EDSC5057 (v.1),Curriculum and Instruction Senior Secondary: Health and Physical Education,School of Education,25
EDSC5032 (v.2),Curriculum and Instruction Senior Secondary: Humanities and Social Sciences,School of Education,25
EDSC4026 (v.2),Curriculum and Instruction Senior Secondary: Humanities and Social Sciences,School of Education,25
EDSC5033 (v.2),Curriculum and Instruction Senior Secondary: Mathematics,School of Education,25
EDSC4021 (v.2),Curriculum and Instruction Senior Secondary: Mathematics,School of Education,25
EDSC4023 (v.2),Curriculum and Instruction Senior Secondary: Science,School of Education,25
EDSC5034 (v.2),Curriculum and Instruction Senior Secondary: Science,School of Education,25
EDSC5030 (v.2),Curriculum and Instruction Senior Secondary: The Arts,School of Education,25
EDSC4028 (v.2),Curriculum and Instruction Senior Secondary: The Arts,School of Education,25
EDSC5031 (v.1),Curriculum and Instruction Upper Secondary: English,School of Education,25
EDEC4004 (v.1),Curriculum Integration and Differentiation,School of Education,25
CWRI2017 (v.1),CWG240 Writing Genre Fiction,OUA Programs,25
ISEC3004 (v.1),Cyber Crime and Security Enhanced Programming,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISEC3006 (v.1),Cyber Security Capstone Project 1,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISEC3007 (v.1),Cyber Security Capstone Project 2,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISEC3003 (v.1),Cyber Security Concepts,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISEC1000 (v.1),Cyber Security Concepts,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISEC3005 (v.1),Cyber Security- Intrusion Detection System and Incident Handling,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISYS6012 (v.1),Cyberwarfare,School of Management,25
CMPE2000 (v.1),Data Communications and Network Management,"School of Elec Eng, Comp and Math Sci (EECMS)",25
CMPE3000 (v.1),Data Communications and Networking,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISYS5007 (v.1),Data Management,School of Management,25
COMP5009 (v.1),Data Mining,"School of Elec Eng, Comp and Math Sci (EECMS)",25
COMP3009 (v.1),Data Mining,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISYS6013 (v.1),Data Mining and Business Intelligence,School of Management,25
CNCO6001 (v.1),Data Network Security,"School of Elec Eng, Comp and Math Sci (EECMS)",25
COMP1002 (v.1),Data Structures and Algorithms,"School of Elec Eng, Comp and Math Sci (EECMS)",25
COMP5008 (v.1),Data Structures and Algorithms,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MEDA2002 (v.2),Data Visualisation and Interpretation,"School of Media, Creative Arts and Social Inquiry",25
MEDA5003 (v.2),Data Visualisation and Interpretation,"School of Media, Creative Arts and Social Inquiry",25
ISYS2007 (v.1),Database,School of Management,25
ISYS5008 (v.1),Database Systems,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISYS1001 (v.1),Database Systems,"School of Elec Eng, Comp and Math Sci (EECMS)",25
SUST5007 (v.1),Decarbonising Cities and Regions,School of Design and the Built Environment,25
PUBP6010 (v.1),Decision Making Under Uncertainty,School of Management,25
STAT5009 (v.1),Decision Methods and Predictive Analytics,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MCEN6015 (v.1),Degradation of Materials,School of Civil and Mechanical Engineering,25
HIST2001 (v.1),Democracy and Dictatorship,"School of Media, Creative Arts and Social Inquiry",25
DENT3004 (v.1),Dental Policy and Research Project,School of Pharmacy and Biomedical Sciences,25
COMP3001 (v.1),Design and Analysis of Algorithms,"School of Elec Eng, Comp and Math Sci (EECMS)",25
GRDE3034 (v.1),Design Capstone Project,School of Design and the Built Environment,25
INAR3003 (v.1),Design Career Strategies in Interior Architecture,School of Design and the Built Environment,12
INAR1007 (v.2),Design Communication,School of Design and the Built Environment,25
GRDE5000 (v.2),Design Computing,School of Design and the Built Environment,25
GRDE1004 (v.2),Design Computing,School of Design and the Built Environment,25
MCEN4000 (v.1),Design For Manufacturing,School of Civil and Mechanical Engineering,25
MCEN6006 (v.1),Design for Manufacturing,School of Civil and Mechanical Engineering,25
GRDE3012 (v.1),Design For The Future,School of Design and the Built Environment,25
GRDE2044 (v.1),Design History and Culture,School of Design and the Built Environment,25
MXEN3003 (v.1),Design of Mechanical Components,School of Civil and Mechanical Engineering,25
GRDE1003 (v.1),Design Practice 1,School of Design and the Built Environment,25
GRDE1006 (v.2),Design Principles and Process,School of Design and the Built Environment,25
GRDE1010 (v.1),Design Technology,School of Design and the Built Environment,25
GRDE1024 (v.1),Design Theory in Practice,School of Design and the Built Environment,25
GRDE5004 (v.1),Design Thinking,School of Design and the Built Environment,25
EDHE5008 (v.1),Design Thinking and Educational Innovation,School of Education,25
GRDE2008 (v.3),Design Thinking and Visual Narrative,School of Design and the Built Environment,25
ISYS5000 (v.1),Designing Database Systems,School of Management,25
MKTG2007 (v.1),Designing User Experiences,School of Marketing,25
EDUC5011 (v.1),Developing Positive Learning Environments,School of Education,25
MEDI5002 (v.1),Development and Communication of Biomedical Research,School of Pharmacy and Biomedical Sciences,25
EDSC5019 (v.1),Development and Special Needs in Education,School of Education,25
URDE3004 (v.1),Development Assessment,School of Design and the Built Environment,25
URDE5027 (v.1),Development Assessment,School of Design and the Built Environment,25
URDE5003 (v.1),Development Processes,School of Design and the Built Environment,25
URDE4003 (v.1),Development Processes,School of Design and the Built Environment,25
MEDS2001 (v.1),Developmental Neuroscience,"School of Occ Therapy, Social Work and Speech Path",25
PSYC6012 (v.3),Developmental Psychological Practice,School of Psychology,25
THTR1002 (v.1),Devising Fundamentals,"School of Media, Creative Arts and Social Inquiry",25
THTR5006 (v.1),Devising Fundamentals,"School of Media, Creative Arts and Social Inquiry",25
NURS5024 (v.1),Diabetes Professional Practice,"School of Nursing, Midwifery and Paramedicine",25
NUTR5000 (v.1),Dietetic and Food Service Management,School of Public Health,25
NUTR6007 (v.1),Dietetic Clinical Placement,School of Public Health,50
NUTR6003 (v.1),Dietetic Clinical Placement Preparation,School of Public Health,25
NUTR6005 (v.1),Dietetic Practice Techniques,School of Public Health,25
NUTR5002 (v.1),Dietetic Professional Studies,School of Public Health,25
NUTR5001 (v.1),Dietetic Research Methods,School of Public Health,25
MKTG6006 (v.1),Digital and Interactive Marketing,School of Marketing,25
MKTG4000 (v.2),Digital and Interactive Marketing,School of Marketing,25
NETS3012 (v.1),Digital and Social Media Project,"School of Media, Creative Arts and Social Inquiry",25
COMT6000 (v.1),Digital Communications Engineering,"School of Elec Eng, Comp and Math Sci (EECMS)",25
NETS1000 (v.2),Digital Culture and Everyday Life,"School of Media, Creative Arts and Social Inquiry",25
NETS5001 (v.2),Digital Culture and Everyday Life,"School of Media, Creative Arts and Social Inquiry",25
GRDE1016 (v.1),Digital Design Process,School of Design and the Built Environment,25
SPRO2001 (v.2),Digital FX Production,"School of Media, Creative Arts and Social Inquiry",25
GRDE2031 (v.1),Digital Illustration Production,School of Design and the Built Environment,25
SPAT2001 (v.2),Digital Image Interpretation,School of Earth and Planetary Sciences (EPS),25
SPAT5005 (v.2),Digital Image Interpretation,School of Earth and Planetary Sciences (EPS),25
MKTG2008 (v.1),Digital Interactive Prototyping in Marketing,School of Marketing,25
MKTG6007 (v.1),Digital Marketing Strategies,School of Marketing,25
MKTG3003 (v.2),Digital Marketing Strategy,School of Marketing,25
MEDA5002 (v.1),Digital Media Management and Emerging New Technologies,"School of Media, Creative Arts and Social Inquiry",25
MEDA1001 (v.1),Digital Media Management and Emerging New Technologies,"School of Media, Creative Arts and Social Inquiry",25
GRDE3017 (v.1),Digital Portfolio Development,School of Design and the Built Environment,25
ETEN6002 (v.1),Digital Signal Analysis,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ETEN3000 (v.1),Digital Signal Processing,"School of Elec Eng, Comp and Math Sci (EECMS)",25
THTR3000 (v.1),Directing Theatre,"School of Media, Creative Arts and Social Inquiry",25
THTR5010 (v.1),Directing Theatre,"School of Media, Creative Arts and Social Inquiry",25
SPPA3010 (v.1),Disability and Multimodal Communication,"School of Occ Therapy, Social Work and Speech Path",25
SPPA6008 (v.1),Disability and Multimodal Communication,"School of Occ Therapy, Social Work and Speech Path",25
MKTG5003 (v.2),Discerning Marketing Management,School of Marketing,25
ASIA1001 (v.1),Discovering Asia,School of Education,25
MKTG1000 (v.1),Discovering Marketing,School of Marketing,25
PHRM6006 (v.1),Disseminating Pharmacological Research,School of Pharmacy and Biomedical Sciences,25
EDUC6010 (v.1),Dissertation Proposal,School of Education,25
COMP3008 (v.1),Distributed Computing,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISEC5003 (v.1),Distributed Computing Security Issues,"School of Elec Eng, Comp and Math Sci (EECMS)",25
CNCO3000 (v.1),Distributed Networks,"School of Elec Eng, Comp and Math Sci (EECMS)",25
EDUC4014 (v.1),Diverse Abilities and Curriculum Differentiation,School of Education,25
EDUC5027 (v.1),Diverse Abilities and Curriculum Differentiation,School of Education,25
URDE1005 (v.1),Diversity and Cultural Planning,School of Design and the Built Environment,25
HLPR6004 (v.1),Diversity and Difference in Health Promotion,School of Public Health,25
PHTY6019 (v.1),Diversity and Global Practice,School of Physiotherapy and Exercise Science,25
ZOOL5000 (v.1),Diversity of Animal Life,School of Molecular and Life Sciences (MLS),25
GRAD7000 (v.1),Doctoral Thesis,Curtin Graduate Research School,NA
ACCT7000 (v.1),Doctoral Thesis - Accounting,School of Accounting,NA
ARCH7000 (v.1),Doctoral Thesis - Architecture and Interior Architecture,School of Design and the Built Environment,NA
VISA7000 (v.1),Doctoral Thesis - Art,"School of Media, Creative Arts and Social Inquiry",NA
MEDS7000 (v.1),Doctoral Thesis - Biomedical Sciences,School of Pharmacy and Biomedical Sciences,NA
BLDG7000 (v.1),Doctoral Thesis - Built Environment,School of Design and the Built Environment,NA
CHEN7000 (v.1),Doctoral Thesis - Chemical Engineering,"WASM: Minerals, Energy and Chemical Engineering",NA
CHEM7000 (v.1),Doctoral Thesis - Chemistry,School of Molecular and Life Sciences (MLS),NA
CVEN7000 (v.1),Doctoral Thesis - Civil Engineering,School of Civil and Mechanical Engineering,NA
MGMT7002 (v.1),Doctoral Thesis - Commerce,Faculty of Business and Law,NA
COMP7000 (v.1),Doctoral Thesis - Computing,"School of Elec Eng, Comp and Math Sci (EECMS)",NA
BLDG7001 (v.1),Doctoral Thesis - Construction Management,School of Design and the Built Environment,NA
ECON7000 (v.1),Doctoral Thesis - Economics,School of Economics and Finance,NA
ECON7001 (v.1),Doctoral Thesis - Economics and Finance,School of Economics and Finance,NA
EDUC7000 (v.1),Doctoral Thesis - Education,School of Education,NA
CMPE7000 (v.1),Doctoral Thesis - Electrical & Computer Engineering,"School of Elec Eng, Comp and Math Sci (EECMS)",NA
ENST7000 (v.2),Doctoral Thesis - Environment and Agriculture,School of Molecular and Life Sciences (MLS),NA
HUMV7001 (v.1),"Doctoral Thesis - Exercise, Sports and Rehabilitation Science",School of Physiotherapy and Exercise Science,NA
GEOP7000 (v.1),Doctoral Thesis - Exploration Geophysics,"WASM: Minerals, Energy and Chemical Engineering",NA
FNCE7000 (v.1),Doctoral Thesis - Finance,School of Economics and Finance,NA
GEOL7000 (v.1),Doctoral Thesis - Geology,School of Earth and Planetary Sciences (EPS),NA
MGMT7001 (v.1),Doctoral Thesis - Graduate Business,School of Management,NA
HEAL7000 (v.1),Doctoral Thesis - Health Sciences,Faculty of Health Sciences,NA
REHT7001 (v.1),Doctoral Thesis - Human Communication Science,"School of Occ Therapy, Social Work and Speech Path",NA
HUMN7000 (v.1),Doctoral Thesis - Humanities,Faculty of Humanities,NA
INDS7000 (v.1),Doctoral Thesis - Indigenous Australian Studies,Centre for Aboriginal Studies,NA
ISYS7001 (v.1),Doctoral Thesis - Information Systems,School of Management,NA
HEAL7001 (v.2),Doctoral Thesis - International Health,School of Public Health,NA
LING7000 (v.1),Doctoral Thesis - Language and Intercultural Education,School of Education,NA
LAWS7000 (v.1),Doctoral Thesis - Law,Curtin Law School,NA
MGMT7000 (v.1),Doctoral Thesis - Management,School of Management,NA
MKTG7000 (v.1),Doctoral Thesis - Marketing,School of Marketing,NA
MATH7000 (v.1),Doctoral Thesis - Mathematics and Statistics,"School of Elec Eng, Comp and Math Sci (EECMS)",NA
MATH7001 (v.1),Doctoral Thesis - Mathematics Education,School of Education,NA
MCEN7000 (v.1),Doctoral Thesis - Mechanical Engineering,School of Civil and Mechanical Engineering,NA
VISA7001 (v.1),"Doctoral Thesis - Media, Culture and Creative Arts","School of Media, Creative Arts and Social Inquiry",NA
MIRA7000 (v.2),Doctoral Thesis - Medical Radiation Science,School of Molecular and Life Sciences (MLS),NA
